"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-COPD-HRRP,110,,0.9692,21.3898,22.0703,21,07/01/2018,06/30/2021
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ST MARY'S REGIONAL MEDICAL CENTER,370026,OK,READM-30-AMI-HRRP,N/A,,0.9890,15.5048,15.6773,Too Few to Report,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-PN-HRRP,827,,0.9411,16.1414,17.1524,129,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-HIP-KNEE-HRRP,220,,1.1340,5.3777,4.7424,14,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-HF-HRRP,612,,0.8990,19.1050,21.2515,110,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-COPD-HRRP,365,,0.9722,18.6845,19.2188,66,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-CABG-HRRP,184,,0.8395,9.1451,10.8939,13,07/01/2018,06/30/2021
"INTEGRIS BAPTIST MEDICAL CENTER, INC",370028,OK,READM-30-AMI-HRRP,373,,1.0044,13.8805,13.8204,52,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-PN-HRRP,148,,0.9817,14.4115,14.6801,20,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-HF-HRRP,N/A,,1.0013,15.5857,15.5659,Too Few to Report,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-COPD-HRRP,N/A,,0.9742,17.6728,18.1406,Too Few to Report,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ALLIANCEHEALTH CLINTON,370029,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-PN-HRRP,N/A,,0.9817,15.3354,15.6207,Too Few to Report,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-HF-HRRP,N/A,,1.0100,17.9212,17.7435,Too Few to Report,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-COPD-HRRP,N/A,,1.0330,19.5724,18.9466,Too Few to Report,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL-BLACKWELL,370030,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-PN-HRRP,245,,1.0317,15.8067,15.3210,41,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9926,3.3814,3.4067,Too Few to Report,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HF-HRRP,208,,1.0152,19.2456,18.9567,41,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-COPD-HRRP,137,,0.9695,16.3006,16.8142,20,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-AMI-HRRP,N/A,,1.0161,15.0085,14.7701,Too Few to Report,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-PN-HRRP,494,,1.0670,18.6448,17.4745,97,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HIP-KNEE-HRRP,961,,0.8532,3.7156,4.3552,33,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HF-HRRP,398,,1.0379,22.2419,21.4289,91,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-COPD-HRRP,168,,1.0156,19.5159,19.2159,34,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-CABG-HRRP,N/A,,0.9473,11.4629,12.1004,Too Few to Report,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-AMI-HRRP,179,,0.9561,14.1557,14.8054,23,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-PN-HRRP,147,,0.9552,14.5049,15.1859,18,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.1640,5.2971,4.5507,Too Few to Report,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HF-HRRP,104,,0.9676,19.3722,20.0205,18,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-COPD-HRRP,94,,1.0590,16.7169,15.7862,20,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-PN-HRRP,N/A,,0.9762,13.0322,13.3498,Too Few to Report,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-HIP-KNEE-HRRP,882,,0.8835,3.1842,3.6042,26,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,370041,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-PN-HRRP,407,,0.9598,17.4638,18.1949,68,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.8629,4.3521,5.0434,Too Few to Report,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HF-HRRP,314,,0.8789,19.5868,22.2845,53,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-COPD-HRRP,152,,0.9928,20.1083,20.2533,30,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-AMI-HRRP,95,,1.0599,17.7156,16.7152,20,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-PN-HRRP,232,,1.1197,17.1244,15.2934,48,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.7557,2.9749,3.9366,Too Few to Report,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HF-HRRP,183,,0.9369,18.6821,19.9413,30,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-COPD-HRRP,114,,1.0436,19.9019,19.0710,26,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL CENTER,370049,OK,READM-30-AMI-HRRP,N/A,,0.9577,12.3298,12.8750,Too Few to Report,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-PN-HRRP,N/A,,0.8953,13.6566,15.2538,Too Few to Report,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HF-HRRP,N/A,,0.9830,17.5630,17.8660,Too Few to Report,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-COPD-HRRP,N/A,,1.0036,17.1579,17.0962,Too Few to Report,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-PN-HRRP,623,,1.1519,20.7248,17.9916,140,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HIP-KNEE-HRRP,148,,1.4420,6.5315,4.5295,16,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HF-HRRP,451,,1.0851,23.3936,21.5584,111,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-COPD-HRRP,277,,1.1229,22.6284,20.1510,72,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-CABG-HRRP,N/A,,1.0316,14.0058,13.5765,Too Few to Report,07/01/2018,06/30/2021
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-AMI-HRRP,160,,1.1010,14.3860,13.0657,28,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-PN-HRRP,N/A,,0.9719,13.6981,14.0948,Too Few to Report,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-COPD-HRRP,N/A,,0.9751,14.7719,15.1498,Too Few to Report,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-PN-HRRP,95,,0.9411,16.3412,17.3630,11,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HF-HRRP,125,,1.0461,21.6226,20.6701,30,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-COPD-HRRP,60,,1.0219,22.0261,21.5551,15,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-CABG-HRRP,N/A,,1.1517,15.0570,13.0740,Too Few to Report,07/01/2018,06/30/2021
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-AMI-HRRP,64,,1.0348,15.9301,15.3949,12,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-PN-HRRP,50,,1.0513,16.5802,15.7705,12,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HF-HRRP,43,,1.0626,21.0146,19.7758,13,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-COPD-HRRP,N/A,,0.9568,16.5545,17.3023,Too Few to Report,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
PUSHMATAHA HOSPITAL,370083,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-PN-HRRP,136,,1.0013,16.8398,16.8176,23,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.8372,3.3307,3.9783,Too Few to Report,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HF-HRRP,161,,0.9920,21.4515,21.6252,34,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-COPD-HRRP,85,,1.0457,19.4492,18.5985,20,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-AMI-HRRP,N/A,,1.0392,15.5242,14.9393,Too Few to Report,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-PN-HRRP,1217,,1.0132,17.8319,17.6000,218,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HIP-KNEE-HRRP,368,,1.2294,5.5542,4.5176,24,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HF-HRRP,1109,,1.0243,22.5776,22.0420,252,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-COPD-HRRP,462,,1.0074,20.4368,20.2875,95,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-CABG-HRRP,252,,0.9129,10.7262,11.7497,25,07/01/2018,06/30/2021
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-AMI-HRRP,538,,1.0579,15.4330,14.5883,86,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-PN-HRRP,284,,0.9668,17.7986,18.4104,48,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.1488,5.0794,4.4216,Too Few to Report,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-HF-HRRP,232,,1.0108,22.5356,22.2958,53,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-COPD-HRRP,124,,0.9760,19.2687,19.7420,22,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
O U MEDICAL CENTER,370093,OK,READM-30-AMI-HRRP,101,,1.0884,16.3358,15.0095,21,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-PN-HRRP,162,,0.9616,15.9761,16.6145,23,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9713,4.8980,5.0425,Too Few to Report,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HF-HRRP,189,,1.0128,22.8265,22.5379,44,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-COPD-HRRP,118,,0.9660,19.2726,19.9514,20,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-AMI-HRRP,127,,1.0225,16.3854,16.0253,22,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-PN-HRRP,176,,1.0157,16.9563,16.6946,31,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0230,5.1784,5.0619,Too Few to Report,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HF-HRRP,111,,0.9724,19.6624,20.2211,20,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-COPD-HRRP,74,,1.0228,19.2314,18.8030,16,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-PN-HRRP,N/A,,0.9708,13.2470,13.6461,Too Few to Report,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HF-HRRP,N/A,,1.0052,17.3069,17.2170,Too Few to Report,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-COPD-HRRP,N/A,,0.9581,15.8188,16.5101,Too Few to Report,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-PN-HRRP,103,,0.9894,14.3332,14.4867,14,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HF-HRRP,90,,1.1060,22.5123,20.3544,27,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-COPD-HRRP,74,,0.9993,17.6357,17.6475,13,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-PN-HRRP,335,,0.9742,16.0963,16.5221,52,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HF-HRRP,236,,0.9548,20.7852,21.7689,46,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-COPD-HRRP,206,,0.9794,18.7486,19.1438,37,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-CABG-HRRP,N/A,,0.8881,11.6187,13.0820,Too Few to Report,07/01/2018,06/30/2021
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-AMI-HRRP,141,,0.9878,13.9305,14.1028,19,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-PN-HRRP,N/A,,0.9472,13.4674,14.2176,Too Few to Report,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HF-HRRP,52,,1.0553,20.1260,19.0720,14,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-COPD-HRRP,N/A,,1.0160,15.5982,15.3532,Too Few to Report,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-PN-HRRP,122,,0.9689,15.8295,16.3373,17,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HIP-KNEE-HRRP,N/A,,1.0508,3.8928,3.7047,Too Few to Report,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HF-HRRP,64,,1.0371,19.7640,19.0568,15,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-COPD-HRRP,N/A,,0.9537,16.2358,17.0237,Too Few to Report,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-AMI-HRRP,N/A,,0.9902,12.9947,13.1235,Too Few to Report,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-PN-HRRP,645,,1.0244,17.5492,17.1307,115,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HF-HRRP,838,,0.9825,21.3809,21.7611,178,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-COPD-HRRP,286,,1.0125,21.3256,21.0616,62,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-CABG-HRRP,119,,1.0969,12.5226,11.4162,17,07/01/2018,06/30/2021
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-AMI-HRRP,310,,1.0866,15.0499,13.8506,51,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-PN-HRRP,N/A,,0.9769,12.5223,12.8181,Too Few to Report,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-PN-HRRP,277,,0.9887,15.8211,16.0011,43,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HIP-KNEE-HRRP,N/A,,0.9386,3.4297,3.6541,Too Few to Report,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HF-HRRP,117,,1.0348,21.1630,20.4514,27,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-COPD-HRRP,67,,1.0894,21.1961,19.4572,21,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-AMI-HRRP,N/A,,1.0059,17.5668,17.4637,Too Few to Report,07/01/2018,06/30/2021
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-PN-HRRP,N/A,,0.9750,14.6473,15.0223,Too Few to Report,07/01/2018,06/30/2021
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2018,06/30/2021
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HF-HRRP,N/A,,1.0185,19.9959,19.6320,Too Few to Report,07/01/2018,06/30/2021
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-COPD-HRRP,N/A,,1.0154,15.4337,15.1994,Too Few to Report,07/01/2018,06/30/2021
